Sentence_video_path_front,Sentence_video_path_right,Sentence_video_path_left,ID_video,ID_sentence,group,view,scene,video_belong_id,Sentence,Sign_sentence,Category
Group1/Buoi_2/Front/2414_group1_02414_front_lab_061.mp4,Group1/Buoi_2/Right/2414_group1_02414_right_lab_061.mp4,Group1/Buoi_2/Left/2414_group1_02414_left_lab_061.mp4,2414,2414,group1,multi,lab,61,Cái này thế nào? Nó là thành phần tự nhiên.,Cái này | thế nào? | Nó | thành phần | tự nhiên.,Cuộc sống thường nhật
Group1/Buoi_2/Front/2415_group1_02415_front_lab_061.mp4,Group1/Buoi_2/Right/2415_group1_02415_right_lab_061.mp4,Group1/Buoi_2/Left/2415_group1_02415_left_lab_061.mp4,2415,2415,group1,multi,lab,61,Tôi xin lỗi vì sự bừa bộn. Mọi thứ sắp xếp ngăn nắp khó.,Tôi | xin lỗi | vì | sự bừa bộn. | Mọi thứ | sắp xếp | ngăn nắp | khó.,Công việc
Group1/Buoi_2/Front/2416_group1_02416_front_lab_061.mp4,Group1/Buoi_2/Right/2416_group1_02416_right_lab_061.mp4,Group1/Buoi_2/Left/2416_group1_02416_left_lab_061.mp4,2416,2416,group1,multi,lab,61,Bạn hài lòng với quyết định của bạn.,Bạn | quyết định | của bạn | hài lòng.,Mối quan hệ
Group1/Buoi_2/Front/2417_group1_02417_front_lab_061.mp4,Group1/Buoi_2/Right/2417_group1_02417_right_lab_061.mp4,Group1/Buoi_2/Left/2417_group1_02417_left_lab_061.mp4,2417,2417,group1,multi,lab,61,Chúng có rẻ hơn không?,Chúng | rẻ hơn | có không?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2418_group1_02418_front_lab_061.mp4,Group1/Buoi_2/Right/2418_group1_02418_right_lab_061.mp4,Group1/Buoi_2/Left/2418_group1_02418_left_lab_061.mp4,2418,2418,group1,multi,lab,61,Mấy giờ?,Giờ | mấy?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2419_group1_02419_front_lab_061.mp4,Group1/Buoi_2/Right/2419_group1_02419_right_lab_061.mp4,Group1/Buoi_2/Left/2419_group1_02419_left_lab_061.mp4,2419,2419,group1,multi,lab,61,Bạn còn thắc mắc không?,Bạn | thắc mắc | còn không?,Tài chính
Group1/Buoi_2/Front/2420_group1_02420_front_lab_061.mp4,Group1/Buoi_2/Right/2420_group1_02420_right_lab_061.mp4,Group1/Buoi_2/Left/2420_group1_02420_left_lab_061.mp4,2420,2420,group1,multi,lab,61,Bác sĩ của tôi đang kiểm tra bệnh gì?,Bác sĩ | của tôi | kiểm tra | bệnh | gì?,Sức khỏe
Group1/Buoi_2/Front/2421_group1_02421_front_lab_061.mp4,Group1/Buoi_2/Right/2421_group1_02421_right_lab_061.mp4,Group1/Buoi_2/Left/2421_group1_02421_left_lab_061.mp4,2421,2421,group1,multi,lab,61,Trông tuyệt vời phải không?,Trông | tuyệt vời | phải không?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2422_group1_02422_front_lab_061.mp4,Group1/Buoi_2/Right/2422_group1_02422_right_lab_061.mp4,Group1/Buoi_2/Left/2422_group1_02422_left_lab_061.mp4,2422,2422,group1,multi,lab,61,Mỗi lần uống bao nhiêu viên?,Mỗi lần | viên | uống | bao nhiêu ?,Sức khỏe
Group1/Buoi_2/Front/2423_group1_02423_front_lab_061.mp4,Group1/Buoi_2/Right/2423_group1_02423_right_lab_061.mp4,Group1/Buoi_2/Left/2423_group1_02423_left_lab_061.mp4,2423,2423,group1,multi,lab,61,Ông có thích ở lại đây không?,ông | ở lại đây | thích không?,Công việc
Group1/Buoi_2/Front/2424_group1_02424_front_lab_061.mp4,Group1/Buoi_2/Right/2424_group1_02424_right_lab_061.mp4,Group1/Buoi_2/Left/2424_group1_02424_left_lab_061.mp4,2424,2424,group1,multi,lab,61,Tôi mang theo một đĩa nhạc gồm nhiều bài hát thiếu nhi.,Tôi | đĩa nhạc | một | mang theo | gồm | bài hát |thiếu nhi | nhiều.,Mối quan hệ
Group1/Buoi_2/Front/2425_group1_02425_front_lab_061.mp4,Group1/Buoi_2/Right/2425_group1_02425_right_lab_061.mp4,Group1/Buoi_2/Left/2425_group1_02425_left_lab_061.mp4,2425,2425,group1,multi,lab,61,Chào! Bạn khỏe không?,Chào! | Bạn | khỏe không?,Mối quan hệ
Group1/Buoi_2/Front/2426_group1_02426_front_lab_061.mp4,Group1/Buoi_2/Right/2426_group1_02426_right_lab_061.mp4,Group1/Buoi_2/Left/2426_group1_02426_left_lab_061.mp4,2426,2426,group1,multi,lab,61,Số điện thoại của tôi là 3811658.,Số điện thoại | của tôi | 3811658.,Du lịch
Group1/Buoi_2/Front/2427_group1_02427_front_lab_061.mp4,Group1/Buoi_2/Right/2427_group1_02427_right_lab_061.mp4,Group1/Buoi_2/Left/2427_group1_02427_left_lab_061.mp4,2427,2427,group1,multi,lab,61,Nhưng tôi có hẹn với bạn.,Nhưng | tôi | bạn | hẹn | có.,Mối quan hệ
Group1/Buoi_2/Front/2428_group1_02428_front_lab_061.mp4,Group1/Buoi_2/Right/2428_group1_02428_right_lab_061.mp4,Group1/Buoi_2/Left/2428_group1_02428_left_lab_061.mp4,2428,2428,group1,multi,lab,61,Tại sao bạn muốn dạy ở trường của chúng tôi?,Bạn | trường | của chúng tôi | dạy | muốn | tại sao ?,Công việc
Group1/Buoi_2/Front/2429_group1_02429_front_lab_061.mp4,Group1/Buoi_2/Right/2429_group1_02429_right_lab_061.mp4,Group1/Buoi_2/Left/2429_group1_02429_left_lab_061.mp4,2429,2429,group1,multi,lab,61,Bạn muốn trở thành nhà thiết kế thời trang à?,Bạn | nhà thiết kế | thời trang | trở thành | muốn?,Thái độ và Cảm xúc
Group1/Buoi_2/Front/2430_group1_02430_front_lab_061.mp4,Group1/Buoi_2/Right/2430_group1_02430_right_lab_061.mp4,Group1/Buoi_2/Left/2430_group1_02430_left_lab_061.mp4,2430,2430,group1,multi,lab,61,Bạn gái của bạn thế nào?,Bạn gái | của bạn | thế nào?,Mối quan hệ
Group1/Buoi_2/Front/2431_group1_02431_front_lab_061.mp4,Group1/Buoi_2/Right/2431_group1_02431_right_lab_061.mp4,Group1/Buoi_2/Left/2431_group1_02431_left_lab_061.mp4,2431,2431,group1,multi,lab,61,Bạn cho chúng tôi một ví dụ được không?,Bạn | cho chúng tôi | ví dụ | một | được không?,Cuộc sống học đường
Group1/Buoi_2/Front/2432_group1_02432_front_lab_061.mp4,Group1/Buoi_2/Right/2432_group1_02432_right_lab_061.mp4,Group1/Buoi_2/Left/2432_group1_02432_left_lab_061.mp4,2432,2432,group1,multi,lab,61,"Tôi ổn, cảm ơn.","Tôi | ổn, | cảm ơn.",Tài chính
Group1/Buoi_2/Front/2433_group1_02433_front_lab_061.mp4,Group1/Buoi_2/Right/2433_group1_02433_right_lab_061.mp4,Group1/Buoi_2/Left/2433_group1_02433_left_lab_061.mp4,2433,2433,group1,multi,lab,61,Bạn thường làm gì vào thời gian rảnh rỗi?,Bạn | thời gian | rảnh rỗi | làm gì ?,Công việc
Group1/Buoi_2/Front/2434_group1_02434_front_lab_061.mp4,Group1/Buoi_2/Right/2434_group1_02434_right_lab_061.mp4,Group1/Buoi_2/Left/2434_group1_02434_left_lab_061.mp4,2434,2434,group1,multi,lab,61,Bạn học những ngày nào?,Bạn | học | những | ngày | nào?,Cuộc sống học đường
Group1/Buoi_2/Front/2435_group1_02435_front_lab_061.mp4,Group1/Buoi_2/Right/2435_group1_02435_right_lab_061.mp4,Group1/Buoi_2/Left/2435_group1_02435_left_lab_061.mp4,2435,2435,group1,multi,lab,61,Tôi hơi lo lắng.,Tôi | lo lắng | 1 chút.,Mối quan hệ
Group1/Buoi_2/Front/2436_group1_02436_front_lab_061.mp4,Group1/Buoi_2/Right/2436_group1_02436_right_lab_061.mp4,Group1/Buoi_2/Left/2436_group1_02436_left_lab_061.mp4,2436,2436,group1,multi,lab,61,Bạn dùng phần mềm diệt virus nào?,Bạn | phần mềm| diệt virus | dùng | nào?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2437_group1_02437_front_lab_061.mp4,Group1/Buoi_2/Right/2437_group1_02437_right_lab_061.mp4,Group1/Buoi_2/Left/2437_group1_02437_left_lab_061.mp4,2437,2437,group1,multi,lab,61,"Cảm ơn, bạn thật tốt bụng!","Cảm ơn, | bạn | tốt bụng !",Cuộc sống thường nhật
Group1/Buoi_2/Front/2438_group1_02438_front_lab_061.mp4,Group1/Buoi_2/Right/2438_group1_02438_right_lab_061.mp4,Group1/Buoi_2/Left/2438_group1_02438_left_lab_061.mp4,2438,2438,group1,multi,lab,61,Vui lên nào. Ít nhất bạn còn có tôi.,Vui lên nào |. Ít nhất | bạn | tôi | có.,Mối quan hệ
Group1/Buoi_2/Front/2439_group1_02439_front_lab_061.mp4,Group1/Buoi_2/Right/2439_group1_02439_right_lab_061.mp4,Group1/Buoi_2/Left/2439_group1_02439_left_lab_061.mp4,2439,2439,group1,multi,lab,61,Cuối tuần này bạn định đi đâu?,Cuối tuần | này | bạn | định đi đâu?,Mối quan hệ
Group1/Buoi_2/Front/2440_group1_02440_front_lab_061.mp4,Group1/Buoi_2/Right/2440_group1_02440_right_lab_061.mp4,Group1/Buoi_2/Left/2440_group1_02440_left_lab_061.mp4,2440,2440,group1,multi,lab,61,Chào cô. Tôi muốn nghe nhạc. Cô có thể chỉ cho tôi cách chỉnh nhạc được không?,Chào. | Tôi | nghe nhạc | muốn. | Cô | cách chỉnh nhạc | chỉ cho tôi | được không?,Du lịch
Group1/Buoi_2/Front/2441_group1_02441_front_lab_061.mp4,Group1/Buoi_2/Right/2441_group1_02441_right_lab_061.mp4,Group1/Buoi_2/Left/2441_group1_02441_left_lab_061.mp4,2441,2441,group1,multi,lab,61,Ngày mai tôi chắc chắn lấy nó.,Ngày mai | tôi | chắc chắn | nó | lấy .,Cuộc sống thường nhật
Group1/Buoi_2/Front/2442_group1_02442_front_lab_061.mp4,Group1/Buoi_2/Right/2442_group1_02442_right_lab_061.mp4,Group1/Buoi_2/Left/2442_group1_02442_left_lab_061.mp4,2442,2442,group1,multi,lab,61,Được rồi. Bạn biết gì thì cho tôi biết thêm.,Được rồi. | Bạn | biết | gì | cho tôi | biết | thêm.,Mối quan hệ
Group1/Buoi_2/Front/2443_group1_02443_front_lab_061.mp4,Group1/Buoi_2/Right/2443_group1_02443_right_lab_061.mp4,Group1/Buoi_2/Left/2443_group1_02443_left_lab_061.mp4,2443,2443,group1,multi,lab,61,Tôi ở Hà Nội. Còn bạn?,Tôi | Hà Nội. | Còn | bạn ?,Mối quan hệ
Group1/Buoi_2/Front/2444_group1_02444_front_lab_061.mp4,Group1/Buoi_2/Right/2444_group1_02444_right_lab_061.mp4,Group1/Buoi_2/Left/2444_group1_02444_left_lab_061.mp4,2444,2444,group1,multi,lab,61,Chúng tôi đặt tên nó là An theo tên của bà nội vợ tôi.,Chúng tôi | nó | đặt tên | An | theo | tên | của bà nội | vợ | của tôi.,Mối quan hệ
Group1/Buoi_2/Front/2445_group1_02445_front_lab_061.mp4,Group1/Buoi_2/Right/2445_group1_02445_right_lab_061.mp4,Group1/Buoi_2/Left/2445_group1_02445_left_lab_061.mp4,2445,2445,group1,multi,lab,61,Bạn đọc lại giúp tôi.,Bạn | đọc | lại | giúp tôi .,Cuộc sống thường nhật
Group1/Buoi_2/Front/2446_group1_02446_front_lab_061.mp4,Group1/Buoi_2/Right/2446_group1_02446_right_lab_061.mp4,Group1/Buoi_2/Left/2446_group1_02446_left_lab_061.mp4,2446,2446,group1,multi,lab,61,Tôi có thể nói chuyện với Tom được không?,Tôi | Tom | nói chuyện với | được không?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2447_group1_02447_front_lab_061.mp4,Group1/Buoi_2/Right/2447_group1_02447_right_lab_061.mp4,Group1/Buoi_2/Left/2447_group1_02447_left_lab_061.mp4,2447,2447,group1,multi,lab,61,Nó cũng không đắt lắm.,Nó | cũng | đắt | không.,Thái độ và Cảm xúc
Group1/Buoi_2/Front/2448_group1_02448_front_lab_061.mp4,Group1/Buoi_2/Right/2448_group1_02448_right_lab_061.mp4,Group1/Buoi_2/Left/2448_group1_02448_left_lab_061.mp4,2448,2448,group1,multi,lab,61,"Có hai cái nữa, một cái màu cam và cái kia màu hồng. Tôi đã mua tất cả rồi.","Hai | có, | một | màu cam | cái kia | màu hồng. | Tôi | tất cả | mua | rồi.",Mối quan hệ
Group1/Buoi_2/Front/2449_group1_02449_front_lab_061.mp4,Group1/Buoi_2/Right/2449_group1_02449_right_lab_061.mp4,Group1/Buoi_2/Left/2449_group1_02449_left_lab_061.mp4,2449,2449,group1,multi,lab,61,Bạn sẽ giải quyết vấn đề như thế nào?,Bạn | vấn đề | giải quyết | như thế nào?,Mối quan hệ
Group1/Buoi_2/Front/2450_group1_02450_front_lab_061.mp4,Group1/Buoi_2/Right/2450_group1_02450_right_lab_061.mp4,Group1/Buoi_2/Left/2450_group1_02450_left_lab_061.mp4,2450,2450,group1,multi,lab,61,"Không, tôi chỉ có một chiếc thôi. Dù sao cũng cảm ơn.","Không, | tôi | có | một . Dù sao | cảm ơn | cũng .",Du lịch
Group1/Buoi_2/Front/2451_group1_02451_front_lab_061.mp4,Group1/Buoi_2/Right/2451_group1_02451_right_lab_061.mp4,Group1/Buoi_2/Left/2451_group1_02451_left_lab_061.mp4,2451,2451,group1,multi,lab,61,Anh còn màu nào khác không?,Anh | màu | khác | còn không?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2452_group1_02452_front_lab_061.mp4,Group1/Buoi_2/Right/2452_group1_02452_right_lab_061.mp4,Group1/Buoi_2/Left/2452_group1_02452_left_lab_061.mp4,2452,2452,group1,multi,lab,61,Ý kiến hay đấy. Chúng ta đã không đến đó nhiều năm rồi.,Ý kiến | ​​hay. | Chúng ta | đến đó | không | năm | rồi.,Mối quan hệ
Group1/Buoi_2/Front/2453_group1_02453_front_lab_061.mp4,Group1/Buoi_2/Right/2453_group1_02453_right_lab_061.mp4,Group1/Buoi_2/Left/2453_group1_02453_left_lab_061.mp4,2453,2453,group1,multi,lab,61,"Ồ, không! Bài thuyết trình của anh hôm nay thế nào?","Ồ, | không! | Bài thuyết trình | của anh | hôm nay | thế nào?",Công việc
Group1/Buoi_2/Front/2454_group1_02454_front_lab_061.mp4,Group1/Buoi_2/Right/2454_group1_02454_right_lab_061.mp4,Group1/Buoi_2/Left/2454_group1_02454_left_lab_061.mp4,2454,2454,group1,multi,lab,61,Anh mua gì vậy?,Anh | mua | gì ?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2455_group1_02455_front_lab_061.mp4,Group1/Buoi_2/Right/2455_group1_02455_right_lab_061.mp4,Group1/Buoi_2/Left/2455_group1_02455_left_lab_061.mp4,2455,2455,group1,multi,lab,61,"Vâng, tôi có mua. Họ làm rất tốt.",Tôi | mua | có. | Họ | làm | rất tốt.,Mối quan hệ
Group1/Buoi_2/Front/2456_group1_02456_front_lab_061.mp4,Group1/Buoi_2/Right/2456_group1_02456_right_lab_061.mp4,Group1/Buoi_2/Left/2456_group1_02456_left_lab_061.mp4,2456,2456,group1,multi,lab,61,Bây giờ tôi sẽ đến muộn.,Bây giờ | tôi | đến | muộn | sẽ.,Thái độ và Cảm xúc
Group1/Buoi_2/Front/2457_group1_02457_front_lab_061.mp4,Group1/Buoi_2/Right/2457_group1_02457_right_lab_061.mp4,Group1/Buoi_2/Left/2457_group1_02457_left_lab_061.mp4,2457,2457,group1,multi,lab,61,"Bình tĩnh nào, chỉ là một con dê thôi mà!","Bình tĩnh nào, | con dê | một | thôi mà!",Mối quan hệ
Group1/Buoi_2/Front/2458_group1_02458_front_lab_061.mp4,Group1/Buoi_2/Right/2458_group1_02458_right_lab_061.mp4,Group1/Buoi_2/Left/2458_group1_02458_left_lab_061.mp4,2458,2458,group1,multi,lab,61,Anh ở lại Mĩ bao lâu?,Anh | ở lại | Mĩ | lâu | bao nhiêu?,Thái độ và Cảm xúc
Group1/Buoi_2/Front/2459_group1_02459_front_lab_061.mp4,Group1/Buoi_2/Right/2459_group1_02459_right_lab_061.mp4,Group1/Buoi_2/Left/2459_group1_02459_left_lab_061.mp4,2459,2459,group1,multi,lab,61,Anh sẽ bình luận thế nào về bài viết này?,Bài viết | này | anh | bình luận | thế nào ?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2460_group1_02460_front_lab_061.mp4,Group1/Buoi_2/Right/2460_group1_02460_right_lab_061.mp4,Group1/Buoi_2/Left/2460_group1_02460_left_lab_061.mp4,2460,2460,group1,multi,lab,61,"Chúng tôi có bánh chanh, bánh táo, cà phê rượu rum, kem.","Chúng tôi | bánh chanh, | bánh táo, |cà phê | rượu rum | kem.",Cuộc sống thường nhật
Group1/Buoi_2/Front/2461_group1_02461_front_lab_061.mp4,Group1/Buoi_2/Right/2461_group1_02461_right_lab_061.mp4,Group1/Buoi_2/Left/2461_group1_02461_left_lab_061.mp4,2461,2461,group1,multi,lab,61,Anh nên nghỉ ngơi đi.,Anh | nghỉ ngơi |đi.,Mối quan hệ
Group1/Buoi_2/Front/2462_group1_02462_front_lab_061.mp4,Group1/Buoi_2/Right/2462_group1_02462_right_lab_061.mp4,Group1/Buoi_2/Left/2462_group1_02462_left_lab_061.mp4,2462,2462,group1,multi,lab,61,Tôi đã làm rồi. Nhưng vợ của tôi có một dự án quan trọng.,Tôi | làm | rồi. | Nhưng | vợ | của tôi | dự án | quan trọng | có.,Mối quan hệ
Group1/Buoi_2/Front/2463_group1_02463_front_lab_061.mp4,Group1/Buoi_2/Right/2463_group1_02463_right_lab_061.mp4,Group1/Buoi_2/Left/2463_group1_02463_left_lab_061.mp4,2463,2463,group1,multi,lab,61,Anh cho nó vào túi ni lông được không?,Anh | túi ni lông | cho vào | được không?,Cuộc sống thường nhật
Group1/Buoi_2/Front/2464_group1_02464_front_lab_061.mp4,Group1/Buoi_2/Right/2464_group1_02464_right_lab_061.mp4,Group1/Buoi_2/Left/2464_group1_02464_left_lab_061.mp4,2464,2464,group1,multi,lab,61,"Tôi xin lỗi, nhưng tôi chưa bao giờ làm thế này trước đây.","Tôi | xin lỗi, | nhưng | tôi | làm thế này | trước đây | chưa bao giờ.",Du lịch
Group1/Buoi_2/Front/2465_group1_02465_front_lab_061.mp4,Group1/Buoi_2/Right/2465_group1_02465_right_lab_061.mp4,Group1/Buoi_2/Left/2465_group1_02465_left_lab_061.mp4,2465,2465,group1,multi,lab,61,"Tôi xin lỗi, tôi nghĩ chúng ta đã hiểu lầm rồi.","Tôi | xin lỗi, | tôi | nghĩ | chúng ta | hiểu lầm | rồi.",Mối quan hệ
Group1/Buoi_2/Front/2466_group1_02466_front_lab_061.mp4,Group1/Buoi_2/Right/2466_group1_02466_right_lab_061.mp4,Group1/Buoi_2/Left/2466_group1_02466_left_lab_061.mp4,2466,2466,group1,multi,lab,61,Hỏi người khác xem.,Người | khác | hỏi | xem.,Mối quan hệ
Group1/Buoi_2/Front/2467_group1_02467_front_lab_061.mp4,Group1/Buoi_2/Right/2467_group1_02467_right_lab_061.mp4,Group1/Buoi_2/Left/2467_group1_02467_left_lab_061.mp4,2467,2467,group1,multi,lab,61,"Khi chống đẩy, tôi có nên gập khuỷu tay sao cho mũi chạm đất không?","Khi | chống đẩy, | tôi | khuỷu tay | mũi | đất | chạm | có không?",Sức khỏe
Group1/Buoi_2/Front/2468_group1_02468_front_lab_061.mp4,Group1/Buoi_2/Right/2468_group1_02468_right_lab_061.mp4,Group1/Buoi_2/Left/2468_group1_02468_left_lab_061.mp4,2468,2468,group1,multi,lab,61,"Không, tôi chỉ có một cái túi thôi.","Không, | tôi | cái túi | có | một | thôi.",Du lịch
Group1/Buoi_2/Front/2469_group1_02469_front_lab_061.mp4,Group1/Buoi_2/Right/2469_group1_02469_right_lab_061.mp4,Group1/Buoi_2/Left/2469_group1_02469_left_lab_061.mp4,2469,2469,group1,multi,lab,61,Tôi vào được không?,Tôi | vào | được không?,Công việc
Group1/Buoi_2/Front/2470_group1_02470_front_lab_061.mp4,Group1/Buoi_2/Right/2470_group1_02470_right_lab_061.mp4,Group1/Buoi_2/Left/2470_group1_02470_left_lab_061.mp4,2470,2470,group1,multi,lab,61,Tôi nên gặp bạn ở đó lúc mấy giờ?,Tôi | bạn | gặp | ở đó | giờ | mấy?,Mối quan hệ
Group1/Buoi_2/Front/2471_group1_02471_front_lab_061.mp4,Group1/Buoi_2/Right/2471_group1_02471_right_lab_061.mp4,Group1/Buoi_2/Left/2471_group1_02471_left_lab_061.mp4,2471,2471,group1,multi,lab,61,Cảm ơn sự thân thiện của bạn.,Sự thân thiện | của bạn | cảm ơn.,Mối quan hệ
Group1/Buoi_2/Front/2472_group1_02472_front_lab_061.mp4,Group1/Buoi_2/Right/2472_group1_02472_right_lab_061.mp4,Group1/Buoi_2/Left/2472_group1_02472_left_lab_061.mp4,2472,2472,group1,multi,lab,61,"Bố ơi, con thích ngôi nhà nông trại hạnh phúc này. Nó thật vui.","Bố ơi, | con | ngôi nhà | nông trại | hạnh phúc | này | thích. | Nó | vui | thật.",Cuộc sống thường nhật
Group1/Buoi_2/Front/2473_group1_02473_front_lab_061.mp4,Group1/Buoi_2/Right/2473_group1_02473_right_lab_061.mp4,Group1/Buoi_2/Left/2473_group1_02473_left_lab_061.mp4,2473,2473,group1,multi,lab,61,Bố nghỉ phép có được hưởng lương không?,Bố | nghỉ phép | hưởng lương | được không?,Công việc
Group1/Buoi_2/Front/2474_group1_02474_front_lab_061.mp4,Group1/Buoi_2/Right/2474_group1_02474_right_lab_061.mp4,Group1/Buoi_2/Left/2474_group1_02474_left_lab_061.mp4,2474,2474,group1,multi,lab,61,Tốt. Phòng đẹp.,Tốt . | Phòng | đẹp .,Cuộc sống thường nhật
Group1/Buoi_2/Front/2475_group1_02475_front_lab_061.mp4,Group1/Buoi_2/Right/2475_group1_02475_right_lab_061.mp4,Group1/Buoi_2/Left/2475_group1_02475_left_lab_061.mp4,2475,2475,group1,multi,lab,61,Được rồi. Hẹn gặp lại.,Được rồi. | Hẹn | gặp | lại.,Mối quan hệ
Group1/Buoi_2/Front/2476_group1_02476_front_lab_061.mp4,Group1/Buoi_2/Right/2476_group1_02476_right_lab_061.mp4,Group1/Buoi_2/Left/2476_group1_02476_left_lab_061.mp4,2476,2476,group1,multi,lab,61,Sa lát ngon lắm.,Sa lát | ngon lắm.,Cuộc sống thường nhật
